run_id,role,encoder,update,schedule,seed,biored_macro_f1_ex_neg,bc5cdr_macro_f1,bc5cdr_drug_disease_f1,kb_hit_A_setvalued,kb_pmass_B_setvalued,kb_auc_C_setvalued,n_targets_evaluable
PB_PB_FT_T2_s02,main,PB,FT,T2,2,0.37202701757730494,0.22017873018847978,0.8393037974683545,0.5123456790123457,0.42160579497368295,0.8141972489195616,162
PB_PB_FT_T2_s03,main,PB,FT,T2,3,0.3419007134346178,0.21250403494608106,0.792665631120416,0.41358024691358025,0.3805823145580857,0.7620976702956107,162
PB_PB_FT_T2_s04,main,PB,FT,T2,4,0.36396751828353097,0.2218224443327726,0.84698033933096,0.8765432098765432,0.6195368668415517,0.9176019099628275,162
PB_PB_FT_T2_s05,main,PB,FT,T2,5,0.3051893613578085,0.221336920700682,0.8495195387572069,0.8888888888888888,0.6371349050558495,0.9861754057683034,162
PB_PB_FT_T2_s06,main,PB,FT,T2,6,0.35390135304143194,0.2170181167123013,0.8226064580914425,0.7839506172839507,0.5030716746537278,0.924476133500762,162
PB_PB_FT_T2_s07,main,PB,FT,T2,7,0.33724076021324756,0.2168682163187885,0.8270899880618204,0.8209876543209876,0.5845031226813767,0.9313863141784926,162
PB_PB_FT_T2_s08,main,PB,FT,T2,8,0.37690598806231523,0.22473507425333739,0.8638963019443385,0.7283950617283951,0.48148374091999113,0.9064318979836169,162
PB_PB_FT_T2_s09,main,PB,FT,T2,9,0.37969020663550807,0.21542675926726595,0.8106910039113429,0.7716049382716049,0.5518995252921876,0.9656604541516401,162
PB_PB_FT_T2_s10,main,PB,FT,T2,10,0.32934765688913087,0.2234007471437614,0.8632797115938078,0.8765432098765432,0.7667415985669782,0.5906081831695726,162
PB_PB_FT_T2_s11,main,PB,FT,T2,11,0.3478737787869957,0.2163694225569787,0.8181878306878307,0.8888888888888888,0.7565727322096476,0.6428367886106051,162
PB_PB_FT_T2_s12,main,PB,FT,T2,12,0.39605019786988854,0.21993676627615386,0.8386845942005507,0.8641975308641975,0.6784158618527412,0.984291731828938,162
PB_PB_FT_T2_s13,main,PB,FT,T2,13,0.36869634527000816,0.22192118990758225,0.851943505552873,0.5679012345679012,0.4728671436370164,0.7968129940132305,162
PB_PB_FT_T2_s14,main,PB,FT,T2,14,0.3484519610151718,0.21348508130998775,0.7977890689371052,0.6358024691358025,0.47523551648532986,0.8069979528283928,162
PB_PB_FT_T2_s15,main,PB,FT,T2,15,0.39349598069607045,0.21924387066434237,0.835315081807873,0.8641975308641975,0.6837023596180873,0.7341382747178653,162
PB_PB_FT_T2_s16,main,PB,FT,T2,16,0.2607490275462015,0.2122959078484716,0.7930951314474727,0.7716049382716049,0.5271935227929246,0.9095786345877038,162
PB_PB_FT_T2_s17,main,PB,FT,T2,17,0.34450278491246733,0.21800677063902368,0.8302477017364658,0.6234567901234568,0.47756478691510973,0.8665322226670016,162
PB_PB_FT_T2_s18,main,PB,FT,T2,18,0.40399620085532345,0.21722058092050966,0.821898867526995,0.845679012345679,0.5864288294669902,0.8516821433482257,162
PB_PB_FT_T2_s19,main,PB,FT,T2,19,0.3297083079366881,0.21526521544182092,0.8064417282353342,0.8703703703703703,0.6770288236787756,0.9158337126799945,162
PB_PB_FT_T2_s20,main,PB,FT,T2,20,0.3734824351934075,0.21972288420226438,0.839562786607199,0.845679012345679,0.5944858980221375,0.880380307129778,162
PB_PL_FT_T1B_s01,main,PL,FT,T1B,1,0.39848126626528796,0.19306424911964104,0.7940858276235124,0.6666666666666666,0.6451743729072112,0.537006687238095,162
PB_PL_FT_T1B_s02,main,PL,FT,T1B,2,0.41660055049258693,0.19705603997226415,0.7629602948103406,0.24691358024691357,0.2329069384579248,0.5861841735689288,162
PB_PL_FT_T1B_s03,main,PL,FT,T1B,3,0.4251845621005264,0.18932077720474577,0.756968048946295,0.11728395061728394,0.199969400874523,0.30163989084452086,162
PB_PL_FT_T1B_s04,main,PL,FT,T1B,4,0.4346903793437581,0.19144533213771767,0.7988590102190589,0.35185185185185186,0.32408834172051293,0.632498925871585,162
PB_PL_FT_T1B_s05,main,PL,FT,T1B,5,0.4028111835048339,0.15113971468784682,0.6214224296769438,0.41358024691358025,0.36656324873300394,0.5306581229089798,162
PB_PL_FT_T1B_s06,main,PL,FT,T1B,6,0.4041099615493298,0.19642663676800198,0.746392666242003,0.2654320987654321,0.2091845486540905,0.6374213424989653,162
PB_PL_FT_T1B_s07,main,PL,FT,T1B,7,0.39612233037735084,0.19129014672340472,0.7501221166892809,0.16049382716049382,0.1958806125972101,0.35963398647349026,162
PB_PL_FT_T1B_s08,main,PL,FT,T1B,8,0.36831934884583367,0.16971233311075967,0.6262003436773477,0.25308641975308643,0.23063012112986964,0.47220103678343067,162
